Center,Tile1,PtDistance1,GCPDistance1,Tile2,PtDistance2,GCPDistance2,Tile3,PtDistance3,GCPDistance3,Tile4,PtDistance4,GCPDistance4,Tile5,PtDistance5,GCPDistance5,Tile6,PtDistance6,GCPDistance6,Tile7,PtDistance7,GCPDistance7,Tile8,PtDistance8,GCPDistance8
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k9-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k10-i001.reference.tif,1730.2159869789828,28.368777521403818,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k8-i001.reference.tif,1877.144168477878,9.443724032899468,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k17-i001.reference.tif,3401.592873315185,12.224482740094098,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k18-i001.reference.tif,3883.015393895407,45.816314513422995,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k16-i001.reference.tif,3930.8355218472393,29.899762449966786,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k11-i001.reference.tif,3936.375156537388,57.514173174950685,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k10-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k9-i001.reference.tif,1730.2159869789828,26.813081004360374,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k11-i001.reference.tif,2207.8021951317323,33.487350441432945,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k16-i001.reference.tif,3327.430654393085,13.1467881821277,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k8-i001.reference.tif,3577.1273778575573,24.659590947799654,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k17-i001.reference.tif,3627.961262087003,22.791137547746068,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k15-i001.reference.tif,3856.7008096278814,15.034352656236095,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k11-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k10-i001.reference.tif,2207.8021951317323,36.087178514995784,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k15-i001.reference.tif,3229.0351012811825,23.039522425000875,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k16-i001.reference.tif,3876.733467844571,24.845174683698353,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k9-i001.reference.tif,3936.375156537388,63.46520101797229,None,-1,-1,None,-1,-1,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k15-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k16-i001.reference.tif,1905.7059091974209,10.69662685380451,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k11-i001.reference.tif,3229.0351012811825,29.540165541864894,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k17-i001.reference.tif,3630.9164236753536,27.572156971940153,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k10-i001.reference.tif,3856.7008096278814,15.978912951787256,None,-1,-1,None,-1,-1,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k16-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k17-i001.reference.tif,1727.0819033167013,17.620061146728755,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k15-i001.reference.tif,1905.7059091974209,8.610619367668154,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k10-i001.reference.tif,3327.430654393085,9.012511412121404,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k18-i001.reference.tif,3685.369591283068,30.739353078471908,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k11-i001.reference.tif,3876.733467844571,30.228455308044676,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k9-i001.reference.tif,3930.8355218472393,27.41811236012947,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k17-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k16-i001.reference.tif,1727.0819033167013,19.861133702402924,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k18-i001.reference.tif,1959.5063163363925,38.278538817143925,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k9-i001.reference.tif,3401.592873315185,12.159706561715648,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k10-i001.reference.tif,3627.961262087003,28.807709498051345,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k15-i001.reference.tif,3630.9164236753536,24.712767832705687,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k8-i001.reference.tif,3648.781363584901,13.15349080408133,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k18-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k17-i001.reference.tif,1959.5063163363925,37.21478911035712,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k19-i001.reference.tif,2094.3770626644746,13.942649022324742,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k8-i001.reference.tif,3092.536671829666,41.92943550728249,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k7-i001.reference.tif,3381.4898807587124,33.53876857069014,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k16-i001.reference.tif,3685.369591283068,31.22651180975164,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k9-i001.reference.tif,3883.015393895407,44.414705818650894,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k19-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k20-i001.reference.tif,1957.9097561215624,16.121360249264416,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k18-i001.reference.tif,2094.3770626644746,18.680516938450005,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k7-i001.reference.tif,2819.3647481071675,23.195288129199973,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k6-i001.reference.tif,3703.0263998128585,28.628716911810102,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k21-i001.reference.tif,3784.3656696013136,38.479793346353944,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k8-i001.reference.tif,3922.6148088469154,23.669775149100932,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k20-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k21-i001.reference.tif,1827.348126570085,22.252717682108713,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k19-i001.reference.tif,1957.9097561215624,14.641661012751863,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k6-i001.reference.tif,2870.8959802895306,21.702450627439013,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k7-i001.reference.tif,3453.592008811036,12.604021366750727,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k5-i001.reference.tif,3709.050510649954,23.342199058615584,None,-1,-1,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h19-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h20-i001.reference.tif,1685.5721988737969,1541.5473139614758,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h114-i001.reference.tif,2920.897036182566,58.134961322938175,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h21-i001.reference.tif,3405.854032347271,31.026938616874247,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h115-i001.reference.tif,3555.769621970461,3721.9435012202293,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h159-i001.reference.tif,3601.357347977997,103.79013525867074,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h17-i001.reference.tif,3729.307063762808,92.09430988249721,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h113-i001.reference.tif,3797.551040204686,4414.294462382729,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h160-i001.reference.tif,3902.7563222896542,77.24732602226194
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h20-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h19-i001.reference.tif,1685.5721988737969,52.56931187647934,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h21-i001.reference.tif,1720.9531034876456,39.03545419223304,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h113-i001.reference.tif,3137.515326367086,24.3242697675207,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h160-i001.reference.tif,3243.4168812622493,16.725122996132797,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h114-i001.reference.tif,3381.1806547252463,29.990465260332215,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h22-i001.reference.tif,3563.743572955519,3232.819440552773,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h161-i001.reference.tif,3588.4330785722864,24.61924201498059,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h159-i001.reference.tif,3825.899878231692,24.374566569160102
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h21-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h20-i001.reference.tif,1720.9531034876456,38.08193369969513,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h22-i001.reference.tif,1843.5118151309969,51.986771662177304,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h161-i001.reference.tif,2945.577415037314,31.641826839493156,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h23-i001.reference.tif,3156.5025316131505,24.631034009044832,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h113-i001.reference.tif,3257.533706950929,48.40799790654314,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h112-i001.reference.tif,3258.34179860912,45.13842747251481,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h19-i001.reference.tif,3405.854032347271,29.961894778943105,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h160-i001.reference.tif,3465.500626370924,45.51124597313943
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h22-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h23-i001.reference.tif,1313.0626578962742,20.44686079566448,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h21-i001.reference.tif,1843.5118151309969,50.96306079786535,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h24-i001.reference.tif,2688.345108328536,3212.262349512435,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h162-i001.reference.tif,2905.135574631122,57.388471996752834,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h161-i001.reference.tif,3344.088791299657,62.77483993869026,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h163-i001.reference.tif,3462.093079462681,48.374898111492215,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h112-i001.reference.tif,3496.498346099482,54.39020402955242,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h20-i001.reference.tif,3563.743572955519,3231.406646887963
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h23-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h22-i001.reference.tif,1313.0626578962742,1727.0056005091265,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h24-i001.reference.tif,1377.3464203676772,105.71236050040135,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h163-i001.reference.tif,2992.094032480101,2866.3374121371703,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h162-i001.reference.tif,3086.53651255718,1048.6577382409325,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h21-i001.reference.tif,3156.5025316131505,3279.150072678741,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h25-i001.reference.tif,3176.874221236314,3057.5984617129757,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h110-i001.reference.tif,3238.102867428972,5.524661291793552,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h164-i001.reference.tif,3659.439839552539,2589.2777822984312
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h24-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h23-i001.reference.tif,1377.3464203676772,780.006653071981,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h25-i001.reference.tif,1799.7269855497111,1521.9752561929458,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h22-i001.reference.tif,2688.345108328536,3265.0391276811956,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h110-i001.reference.tif,2947.2609848554093,3288.9725510706594,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h164-i001.reference.tif,3098.255737341568,2680.0049568826867,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h163-i001.reference.tif,3180.6833842497217,3211.1802638883437,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h162-i001.reference.tif,3871.397508197757,3742.681665315632,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h25-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h24-i001.reference.tif,1799.7269855497111,1599.1403246467355,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpb1h23-i001.reference.tif,3176.874221236314,63.419407389797584,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h164-i001.reference.tif,3180.6813172095945,2074.735131719084,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h110-i001.reference.tif,3506.1681882158923,3506.5615491814197,None,-1,-1,None,-1,-1,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h109-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h108-i001.reference.tif,1466.0661836780605,32.16746582409057,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h110-i001.reference.tif,1756.388764331375,14.760301947392934,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h157-i001.reference.tif,2366.5350638781915,34.66015073603352,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h156-i001.reference.tif,2778.3032302370007,29.328726828862504,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h80-i001.reference.tif,2932.97303471121,20.357901710400284,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h158-i001.reference.tif,3161.269947199921,3703.4728205942565,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h81-i001.reference.tif,3248.084733709957,48.43976325296518,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h107-i001.reference.tif,3577.5510531102186,17.420951965036295
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h110-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h109-i001.reference.tif,1756.388764331375,15.165339881038703,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h111-i001.reference.tif,1907.187539295708,13.739082615130355,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h158-i001.reference.tif,2817.5759782556925,59.623515114077385,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h80-i001.reference.tif,3077.87380528213,21.575167499176846,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h157-i001.reference.tif,3109.181216582731,44.272800128606185,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h108-i001.reference.tif,3185.2627822319146,19.995676455270534,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h159-i001.reference.tif,3864.191398611379,3517.0461016259287,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h111-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h110-i001.reference.tif,1907.187539295708,17.03718198472441,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h159-i001.reference.tif,3104.792636908503,2993.917402732369,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h158-i001.reference.tif,3217.0095539317945,35.50502508745838,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h109-i001.reference.tif,3641.738029234538,17.301951397043037,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h160-i001.reference.tif,3994.313574037595,3738.5337373917255,None,-1,-1,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h155-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h154-i001.reference.tif,1461.168156030066,90.76537825147985,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h156-i001.reference.tif,1905.541655753248,8.278957170773172,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h107-i001.reference.tif,2588.458034351456,29.900535035746824,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h108-i001.reference.tif,3043.270824248021,65.74394515690828,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h157-i001.reference.tif,3159.6996800980937,17.677118116263063,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h14-i001.reference.tif,3373.7691714260195,36.83263049089008,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h15-i001.reference.tif,3380.4793584619288,57.343533923930146,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h106-i001.reference.tif,3608.767448396204,59.35749488433421
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h156-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h157-i001.reference.tif,1270.4002212404455,8.819978314553163,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h155-i001.reference.tif,1905.541655753248,8.105350458736172,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h108-i001.reference.tif,2751.3150448676797,50.98712624554354,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h109-i001.reference.tif,2778.3032302370007,28.575723442090037,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h158-i001.reference.tif,3052.814106955809,30.019863792363438,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h154-i001.reference.tif,3365.626062085661,69.36552601033756,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h17-i001.reference.tif,3469.0383702546515,24.253908918326296,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h16-i001.reference.tif,3474.3995850966394,34.48349124712155
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h157-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h156-i001.reference.tif,1270.4002212404455,8.998130787119694,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h158-i001.reference.tif,1800.3541100506225,23.274569681050536,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h109-i001.reference.tif,2366.5350638781915,35.290682692442736,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h108-i001.reference.tif,3006.6966466683407,54.64473153905394,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h110-i001.reference.tif,3109.181216582731,45.125964011767174,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h155-i001.reference.tif,3159.6996800980937,15.588113883238902,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h17-i001.reference.tif,3375.404705268287,18.4461112277328,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h159-i001.reference.tif,3833.5983449476503,24.506649580122886
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h158-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h157-i001.reference.tif,1800.3541100506225,22.95189406396697,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h159-i001.reference.tif,2038.037615549932,14.246783299610778,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h110-i001.reference.tif,2817.5759782556925,58.109726226392475,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h156-i001.reference.tif,3052.814106955809,29.945678234888245,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h109-i001.reference.tif,3161.269947199921,53.22863265902122,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h111-i001.reference.tif,3217.0095539317945,37.21673842367623,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h17-i001.reference.tif,3653.7565935368175,32.72056596651706,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h160-i001.reference.tif,3968.259300503853,18.933065545894554
