Filename,P1X,P1Y,P2X,P2Y,P3X,P3Y,P4X,P4Y,Current EPSG,Original EPSG
D:\MacConnell\Photos_Satellite\18TXM345635\18TXM345635.jp2,45101.42532,875217.8236,46661.87566,876655.2725,45162.92643,876716.7769,46600.37537,875156.3266,26986,6347
D:\MacConnell\Photos_Satellite\18TXM345650\18TXM345650.jp2,45162.92643,876716.7769,46723.38345,878154.2176,45224.43494,878215.7295,46661.87566,876655.2725,26986,6347
D:\MacConnell\Photos_Satellite\18TXM345665\18TXM345665.jp2,45224.43494,878215.7295,46784.89875,879653.1621,45285.95088,879714.6814,46723.38345,878154.2176,26986,6347
D:\MacConnell\Photos_Satellite\18TXM345680\18TXM345680.jp2,45285.95088,879714.6814,46846.42155,881152.1059,45347.47425,881213.6327,46784.89875,879653.1621,26986,6347
D:\MacConnell\Photos_Satellite\18TXM345695\18TXM345695.jp2,45347.47425,881213.6327,46907.95187,882651.0492,45409.00505,882712.5835,46846.42155,881152.1059,26986,6347
D:\MacConnell\Photos_Satellite\18TXM345710\18TXM345710.jp2,45409.00505,882712.5835,46969.48971,884149.9921,45470.54328,884211.5339,46907.95187,882651.0492,26986,6347
D:\MacConnell\Photos_Satellite\18TXM345725\18TXM345725.jp2,45470.54328,884211.5339,47031.03507,885648.9346,45532.08895,885710.4839,46969.48971,884149.9921,26986,6347
D:\MacConnell\Photos_Satellite\18TXM345740\18TXM345740.jp2,45532.08895,885710.4839,47092.58796,887147.8768,45593.64207,887209.4336,47031.03507,885648.9346,26986,6347
D:\MacConnell\Photos_Satellite\18TXM345755\18TXM345755.jp2,45593.64207,887209.4336,47154.14839,888646.8189,45655.20264,888708.3832,47092.58796,887147.8768,26986,6347
D:\MacConnell\Photos_Satellite\18TXM345770\18TXM345770.jp2,45655.20264,888708.3832,47215.71635,890145.7609,45716.77066,890207.3326,47154.14839,888646.8189,26986,6347
D:\MacConnell\Photos_Satellite\18TXM345785\18TXM345785.jp2,45716.77066,890207.3326,47277.29185,891644.7028,45778.34615,891706.282,47215.71635,890145.7609,26986,6347
D:\MacConnell\Photos_Satellite\18TXM345800\18TXM345800.jp2,45778.34615,891706.282,47338.87491,893143.6448,45839.9291,893205.2315,47277.29185,891644.7028,26986,6347
D:\MacConnell\Photos_Satellite\18TXM345815\18TXM345815.jp2,45839.9291,893205.2315,47400.46552,894642.5869,45901.51953,894704.1812,47338.87491,893143.6448,26986,6347
D:\MacConnell\Photos_Satellite\18TXM345830\18TXM345830.jp2,45901.51953,894704.1812,47462.06368,896141.5293,45963.11742,896203.131,47400.46552,894642.5869,26986,6347
D:\MacConnell\Photos_Satellite\18TXM345845\18TXM345845.jp2,45963.11742,896203.131,47523.66942,897640.4719,46024.7228,897702.0812,47462.06368,896141.5293,26986,6347
D:\MacConnell\Photos_Satellite\18TXM345860\18TXM345860.jp2,46024.7228,897702.0812,47585.28271,899139.415,46086.33567,899201.0318,47523.66942,897640.4719,26986,6347
D:\MacConnell\Photos_Satellite\18TXM345875\18TXM345875.jp2,46086.33567,899201.0318,47646.90359,900638.3585,46147.95602,900699.9829,47585.28271,899139.415,26986,6347
D:\MacConnell\Photos_Satellite\18TXM345890\18TXM345890.jp2,46147.95602,900699.9829,47708.53204,902137.3026,46209.58388,902198.9345,47646.90359,900638.3585,26986,6347
D:\MacConnell\Photos_Satellite\18TXM345905\18TXM345905.jp2,46209.58388,902198.9345,47770.16808,903636.2473,46271.21923,903697.8868,47708.53204,902137.3026,26986,6347
D:\MacConnell\Photos_Satellite\18TXM345920\18TXM345920.jp2,46271.21923,903697.8868,47831.8117,905135.1927,46332.86209,905196.8397,47770.16808,903636.2473,26986,6347
D:\MacConnell\Photos_Satellite\18TXM345935\18TXM345935.jp2,46332.86209,905196.8397,47893.46292,906634.139,46394.51246,906695.7935,47831.8117,905135.1927,26986,6347
D:\MacConnell\Photos_Satellite\18TXM345950\18TXM345950.jp2,46394.51246,906695.7935,47955.12174,908133.0861,46456.17034,908194.7482,47893.46292,906634.139,26986,6347
D:\MacConnell\Photos_Satellite\18TXM345965\18TXM345965.jp2,46456.17034,908194.7482,48016.78816,909632.0342,46517.83575,909693.7039,47955.12174,908133.0861,26986,6347
D:\MacConnell\Photos_Satellite\18TXM345980\18TXM345980.jp2,46517.83575,909693.7039,48078.46219,911130.9834,46579.50868,911192.6607,48016.78816,909632.0342,26986,6347
D:\MacConnell\Photos_Satellite\18TXM345995\18TXM345995.jp2,46579.50868,911192.6607,48140.14383,912629.9337,46641.18914,912691.6185,48078.46219,911130.9834,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360560\18TXM360560.jp2,46292.98621,867661.5827,47853.39572,869099.0676,46354.44908,869160.5336,47791.93407,867600.1241,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360575\18TXM360575.jp2,46354.44908,869160.5336,47914.86492,870598.0099,46415.91943,870659.4834,47853.39572,869099.0676,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360590\18TXM360590.jp2,46415.91943,870659.4834,47976.34168,872096.9511,46477.39726,872158.4321,47914.86492,870598.0099,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360605\18TXM360605.jp2,46477.39726,872158.4321,48037.82601,873595.8912,46538.88257,873657.3798,47976.34168,872096.9511,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360620\18TXM360620.jp2,46538.88257,873657.3798,48099.31792,875094.8305,46600.37537,875156.3266,48037.82601,873595.8912,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360635\18TXM360635.jp2,46600.37537,875156.3266,48160.8174,876593.7688,46661.87566,876655.2725,48099.31792,875094.8305,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360650\18TXM360650.jp2,46661.87566,876655.2725,48222.32446,878092.7064,46723.38345,878154.2176,48160.8174,876593.7688,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360665\18TXM360665.jp2,46723.38345,878154.2176,48283.83911,879591.6433,46784.89875,879653.1621,48222.32446,878092.7064,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360680\18TXM360680.jp2,46784.89875,879653.1621,48345.36135,881090.5796,46846.42155,881152.1059,48283.83911,879591.6433,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360695\18TXM360695.jp2,46846.42155,881152.1059,48406.89118,882589.5153,46907.95187,882651.0492,48345.36135,881090.5796,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360710\18TXM360710.jp2,46907.95187,882651.0492,48468.42862,884088.4507,46969.48971,884149.9921,48406.89118,882589.5153,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360725\18TXM360725.jp2,46969.48971,884149.9921,48529.97366,885587.3856,47031.03507,885648.9346,48468.42862,884088.4507,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360740\18TXM360740.jp2,47031.03507,885648.9346,48591.52632,887086.3203,47092.58796,887147.8768,48529.97366,885587.3856,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360755\18TXM360755.jp2,47092.58796,887147.8768,48653.08659,888585.2548,47154.14839,888646.8189,48591.52632,887086.3203,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360770\18TXM360770.jp2,47154.14839,888646.8189,48714.65449,890084.1891,47215.71635,890145.7609,48653.08659,888585.2548,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360785\18TXM360785.jp2,47215.71635,890145.7609,48776.23001,891583.1235,47277.29185,891644.7028,48714.65449,890084.1891,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360800\18TXM360800.jp2,47277.29185,891644.7028,48837.81316,893082.0579,47338.87491,893143.6448,48776.23001,891583.1235,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360815\18TXM360815.jp2,47338.87491,893143.6448,48899.40395,894580.9924,47400.46552,894642.5869,48837.81316,893082.0579,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360830\18TXM360830.jp2,47400.46552,894642.5869,48961.00238,896079.9271,47462.06368,896141.5293,48899.40395,894580.9924,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360845\18TXM360845.jp2,47462.06368,896141.5293,49022.60846,897578.8622,47523.66942,897640.4719,48961.00238,896079.9271,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360860\18TXM360860.jp2,47523.66942,897640.4719,49084.22219,899077.7976,47585.28271,899139.415,49022.60846,897578.8622,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360875\18TXM360875.jp2,47585.28271,899139.415,49145.84357,900576.7335,47646.90359,900638.3585,49084.22219,899077.7976,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360890\18TXM360890.jp2,47646.90359,900638.3585,49207.47262,902075.67,47708.53204,902137.3026,49145.84357,900576.7335,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360905\18TXM360905.jp2,47708.53204,902137.3026,49269.10934,903574.6071,47770.16808,903636.2473,49207.47262,902075.67,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360920\18TXM360920.jp2,47770.16808,903636.2473,49330.75372,905073.5449,47831.8117,905135.1927,49269.10934,903574.6071,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360935\18TXM360935.jp2,47831.8117,905135.1927,49392.40579,906572.4835,47893.46292,906634.139,49330.75372,905073.5449,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360950\18TXM360950.jp2,47893.46292,906634.139,49454.06553,908071.423,47955.12174,908133.0861,49392.40579,906572.4835,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360965\18TXM360965.jp2,47955.12174,908133.0861,49515.73296,909570.3635,48016.78816,909632.0342,49454.06553,908071.423,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360980\18TXM360980.jp2,48016.78816,909632.0342,49577.40809,911069.305,48078.46219,911130.9834,49515.73296,909570.3635,26986,6347
D:\MacConnell\Photos_Satellite\18TXM360995\18TXM360995.jp2,48078.46219,911130.9834,49639.09091,912568.2476,48140.14383,912629.9337,49577.40809,911069.305,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375560\18TXM375560.jp2,47791.93407,867600.1241,49352.33479,869037.6028,47853.39572,869099.0676,49290.87438,867538.6669,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375575\18TXM375575.jp2,47853.39572,869099.0676,49413.80284,870536.5375,47914.86492,870598.0099,49352.33479,869037.6028,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375590\18TXM375590.jp2,47914.86492,870598.0099,49475.27854,872035.4711,47976.34168,872096.9511,49413.80284,870536.5375,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375605\18TXM375605.jp2,47976.34168,872096.9511,49536.76189,873534.4036,48037.82601,873595.8912,49475.27854,872035.4711,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375620\18TXM375620.jp2,48037.82601,873595.8912,49598.25289,875033.3352,48099.31792,875094.8305,49536.76189,873534.4036,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375635\18TXM375635.jp2,48099.31792,875094.8305,49659.75155,876532.2659,48160.8174,876593.7688,49598.25289,875033.3352,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375650\18TXM375650.jp2,48160.8174,876593.7688,49721.25788,878031.1959,48222.32446,878092.7064,49659.75155,876532.2659,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375665\18TXM375665.jp2,48222.32446,878092.7064,49782.77187,879530.1252,48283.83911,879591.6433,49721.25788,878031.1959,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375680\18TXM375680.jp2,48283.83911,879591.6433,49844.29354,881029.0538,48345.36135,881090.5796,49782.77187,879530.1252,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375695\18TXM375695.jp2,48345.36135,881090.5796,49905.82289,882527.9819,48406.89118,882589.5153,49844.29354,881029.0538,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375710\18TXM375710.jp2,48406.89118,882589.5153,49967.35992,884026.9096,48468.42862,884088.4507,49905.82289,882527.9819,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375725\18TXM375725.jp2,48468.42862,884088.4507,50028.90465,885525.8369,48529.97366,885587.3856,49967.35992,884026.9096,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375740\18TXM375740.jp2,48529.97366,885587.3856,50090.45706,887024.7639,48591.52632,887086.3203,50028.90465,885525.8369,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375755\18TXM375755.jp2,48591.52632,887086.3203,50152.01718,888523.6907,48653.08659,888585.2548,50090.45706,887024.7639,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375770\18TXM375770.jp2,48653.08659,888585.2548,50213.585,890022.6174,48714.65449,890084.1891,50152.01718,888523.6907,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375785\18TXM375785.jp2,48714.65449,890084.1891,50275.16053,891521.5441,48776.23001,891583.1235,50213.585,890022.6174,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375800\18TXM375800.jp2,48776.23001,891583.1235,50336.74378,893020.4708,48837.81316,893082.0579,50275.16053,891521.5441,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375815\18TXM375815.jp2,48837.81316,893082.0579,50398.33474,894519.3977,48899.40395,894580.9924,50336.74378,893020.4708,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375830\18TXM375830.jp2,48899.40395,894580.9924,50459.93343,896018.3247,48961.00238,896079.9271,50398.33474,894519.3977,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375845\18TXM375845.jp2,48961.00238,896079.9271,50521.53985,897517.2521,49022.60846,897578.8622,50459.93343,896018.3247,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375860\18TXM375860.jp2,49022.60846,897578.8622,50583.154,899016.1798,49084.22219,899077.7976,50521.53985,897517.2521,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375875\18TXM375875.jp2,49084.22219,899077.7976,50644.7759,900515.1081,49145.84357,900576.7335,50583.154,899016.1798,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375890\18TXM375890.jp2,49145.84357,900576.7335,50706.40553,902014.0368,49207.47262,902075.67,50644.7759,900515.1081,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375905\18TXM375905.jp2,49207.47262,902075.67,50768.04292,903512.9662,49269.10934,903574.6071,50706.40553,902014.0368,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375920\18TXM375920.jp2,49269.10934,903574.6071,50829.68807,905011.8963,49330.75372,905073.5449,50768.04292,903512.9662,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375935\18TXM375935.jp2,49330.75372,905073.5449,50891.34097,906510.8272,49392.40579,906572.4835,50829.68807,905011.8963,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375950\18TXM375950.jp2,49392.40579,906572.4835,50953.00164,908009.7589,49454.06553,908071.423,50891.34097,906510.8272,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375965\18TXM375965.jp2,49454.06553,908071.423,51014.67008,909508.6917,49515.73296,909570.3635,50953.00164,908009.7589,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375980\18TXM375980.jp2,49515.73296,909570.3635,51076.34629,911007.6254,49577.40809,911069.305,51014.67008,909508.6917,26986,6347
D:\MacConnell\Photos_Satellite\18TXM375995\18TXM375995.jp2,49577.40809,911069.305,51138.03028,912506.5603,49639.09091,912568.2476,51076.34629,911007.6254,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390560\18TXM390560.jp2,49290.87438,867538.6669,50851.26623,868976.1392,49352.33479,869037.6028,50789.80705,867477.211,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390575\18TXM390575.jp2,49352.33479,869037.6028,50912.73312,870475.0662,49413.80284,870536.5375,50851.26623,868976.1392,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390590\18TXM390590.jp2,49413.80284,870536.5375,50974.20775,871973.992,49475.27854,872035.4711,50912.73312,870475.0662,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390605\18TXM390605.jp2,49475.27854,872035.4711,51035.69011,873472.9169,49536.76189,873534.4036,50974.20775,871973.992,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390620\18TXM390620.jp2,49536.76189,873534.4036,51097.1802,874971.8408,49598.25289,875033.3352,51035.69011,873472.9169,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390635\18TXM390635.jp2,49598.25289,875033.3352,51158.67804,876470.7638,49659.75155,876532.2659,51097.1802,874971.8408,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390650\18TXM390650.jp2,49659.75155,876532.2659,51220.18363,877969.6861,49721.25788,878031.1959,51158.67804,876470.7638,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390665\18TXM390665.jp2,49721.25788,878031.1959,51281.69696,879468.6076,49782.77187,879530.1252,51220.18363,877969.6861,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390680\18TXM390680.jp2,49782.77187,879530.1252,51343.21806,880967.5286,49844.29354,881029.0538,51281.69696,879468.6076,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390695\18TXM390695.jp2,49844.29354,881029.0538,51404.74691,882466.449,49905.82289,882527.9819,51343.21806,880967.5286,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390710\18TXM390710.jp2,49905.82289,882527.9819,51466.28354,883965.3689,49967.35992,884026.9096,51404.74691,882466.449,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390725\18TXM390725.jp2,49967.35992,884026.9096,51527.82793,885464.2885,50028.90465,885525.8369,51466.28354,883965.3689,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390740\18TXM390740.jp2,50028.90465,885525.8369,51589.38011,886963.2078,50090.45706,887024.7639,51527.82793,885464.2885,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390755\18TXM390755.jp2,50090.45706,887024.7639,51650.94006,888462.1268,50152.01718,888523.6907,51589.38011,886963.2078,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390770\18TXM390770.jp2,50152.01718,888523.6907,51712.5078,889961.0458,50213.585,890022.6174,51650.94006,888462.1268,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390785\18TXM390785.jp2,50213.585,890022.6174,51774.08334,891459.9647,50275.16053,891521.5441,51712.5078,889961.0458,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390800\18TXM390800.jp2,50275.16053,891521.5441,51835.66667,892958.8837,50336.74378,893020.4708,51774.08334,891459.9647,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390815\18TXM390815.jp2,50336.74378,893020.4708,51897.25781,894457.8027,50398.33474,894519.3977,51835.66667,892958.8837,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390830\18TXM390830.jp2,50398.33474,894519.3977,51958.85675,895956.722,50459.93343,896018.3247,51897.25781,894457.8027,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390845\18TXM390845.jp2,50459.93343,896018.3247,52020.4635,897455.6416,50521.53985,897517.2521,51958.85675,895956.722,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390860\18TXM390860.jp2,50521.53985,897517.2521,52082.07808,898954.5616,50583.154,899016.1798,52020.4635,897455.6416,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390875\18TXM390875.jp2,50583.154,899016.1798,52143.70047,900453.482,50644.7759,900515.1081,52082.07808,898954.5616,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390890\18TXM390890.jp2,50644.7759,900515.1081,52205.3307,901952.403,50706.40553,902014.0368,52143.70047,900453.482,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390905\18TXM390905.jp2,50706.40553,902014.0368,52266.96875,903451.3246,50768.04292,903512.9662,52205.3307,901952.403,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390920\18TXM390920.jp2,50768.04292,903512.9662,52328.61465,904950.2469,50829.68807,905011.8963,52266.96875,903451.3246,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390935\18TXM390935.jp2,50829.68807,905011.8963,52390.26839,906449.1699,50891.34097,906510.8272,52328.61465,904950.2469,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390950\18TXM390950.jp2,50891.34097,906510.8272,52451.92997,907948.0939,50953.00164,908009.7589,52390.26839,906449.1699,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390965\18TXM390965.jp2,50953.00164,908009.7589,52513.59941,909447.0188,51014.67008,909508.6917,52451.92997,907948.0939,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390980\18TXM390980.jp2,51014.67008,909508.6917,52575.27671,910945.9448,51076.34629,911007.6254,52513.59941,909447.0188,26986,6347
D:\MacConnell\Photos_Satellite\18TXM390995\18TXM390995.jp2,51076.34629,911007.6254,52636.96187,912444.8719,51138.03028,912506.5603,52575.27671,910945.9448,26986,6347
D:\MacConnell\Photos_Satellite\18TXM405560\18TXM405560.jp2,50789.80705,867477.211,52350.18994,868914.6767,50851.26623,868976.1392,52288.732,867415.7563,26986,6347
D:\MacConnell\Photos_Satellite\18TXM405575\18TXM405575.jp2,50851.26623,868976.1392,52411.65568,870413.596,50912.73312,870475.0662,52350.18994,868914.6767,26986,6347
D:\MacConnell\Photos_Satellite\18TXM405590\18TXM405590.jp2,50912.73312,870475.0662,52473.12923,871912.5141,50974.20775,871973.992,52411.65568,870413.596,26986,6347
