Center,Tile1,Distance1,Tile2,Distance2,Tile3,Distance3,Tile4,Distance4,Tile5,Distance5,Tile6,Distance6,Tile7,Distance7,Tile8,Distance8
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h76-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h77-i001.reference.tif,1550.434284042718,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h75-i001.reference.tif,1950.2797026206022,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h143-i001.reference.tif,2974.13282490343,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h98-i001.reference.tif,3088.043005000154,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h144-i001.reference.tif,3165.5441684265315,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h74-i001.reference.tif,3244.218944337447,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h99-i001.reference.tif,3328.4154202360482,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h78-i001.reference.tif,3454.4465458456866
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h77-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h76-i001.reference.tif,1550.434284042718,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h78-i001.reference.tif,1927.98101191649,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h143-i001.reference.tif,2859.993618916136,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h97-i001.reference.tif,2939.0697865163643,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h142-i001.reference.tif,3187.5959936578824,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h98-i001.reference.tif,3235.1127921378734,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h79-i001.reference.tif,3304.561953439426,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h75-i001.reference.tif,3492.693645463976
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h78-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h79-i001.reference.tif,1407.276257547585,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h77-i001.reference.tif,1927.98101191649,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h96-i001.reference.tif,2812.3532180699412,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h97-i001.reference.tif,2826.157192372409,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h141-i001.reference.tif,3114.338770903235,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h80-i001.reference.tif,3135.4245170849294,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h95-i001.reference.tif,3317.4438152313796,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h142-i001.reference.tif,3320.9878594334637
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h79-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h78-i001.reference.tif,1407.276257547585,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h80-i001.reference.tif,1731.2056827117744,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h141-i001.reference.tif,2825.9194785682066,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h95-i001.reference.tif,3003.0021038816544,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h81-i001.reference.tif,3072.8506136555025,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h140-i001.reference.tif,3123.420835751635,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h96-i001.reference.tif,3263.9601514468786,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h77-i001.reference.tif,3304.561953439426
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h80-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h81-i001.reference.tif,1392.0693823931388,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h79-i001.reference.tif,1731.2056827117744,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h140-i001.reference.tif,2636.2805748240144,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h139-i001.reference.tif,3009.6314866224566,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h82-i001.reference.tif,3104.617634486601,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h78-i001.reference.tif,3135.4245170849294,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h141-i001.reference.tif,3231.6209196267846,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h94-i001.reference.tif,3468.242569256023
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h93-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h94-i001.reference.tif,1758.9345560562629,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h92-i001.reference.tif,2095.572614902495,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h95-i001.reference.tif,3034.3331281797273,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h136-i001.reference.tif,3327.5124910904756,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h81-i001.reference.tif,3356.1581308335662,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h137-i001.reference.tif,3364.5938453810127,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h82-i001.reference.tif,3541.547061981851,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h135-i001.reference.tif,3842.546225311397
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h94-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h95-i001.reference.tif,1276.379885290732,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h93-i001.reference.tif,1758.9345560562629,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h96-i001.reference.tif,2966.1604585824048,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h134-i001.reference.tif,3368.6994780793757,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h80-i001.reference.tif,3468.242569256023,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h135-i001.reference.tif,3490.0561437991037,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h79-i001.reference.tif,3511.1916116017837,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h81-i001.reference.tif,3558.414610787955
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h95-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h94-i001.reference.tif,1276.379885290732,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h96-i001.reference.tif,1693.3947291295833,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h97-i001.reference.tif,2974.3072960169447,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h79-i001.reference.tif,3003.0021038816544,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h93-i001.reference.tif,3034.3331281797273,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h134-i001.reference.tif,3158.544697756615,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h78-i001.reference.tif,3317.4438152313796,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h80-i001.reference.tif,3595.585326740227
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h96-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h97-i001.reference.tif,1295.1982537724002,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h95-i001.reference.tif,1693.3947291295833,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h98-i001.reference.tif,2794.1826210436807,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h78-i001.reference.tif,2812.3532180699412,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h94-i001.reference.tif,2966.1604585824048,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h79-i001.reference.tif,3263.9601514468786,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h134-i001.reference.tif,3481.368865994948,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h132-i001.reference.tif,3572.7652365601716
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h97-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h96-i001.reference.tif,1295.1982537724002,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h98-i001.reference.tif,1548.6991795931156,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h78-i001.reference.tif,2826.157192372409,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h77-i001.reference.tif,2939.0697865163643,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h95-i001.reference.tif,2974.3072960169447,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h99-i001.reference.tif,3073.455180041258,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h76-i001.reference.tif,3533.850389993858,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h132-i001.reference.tif,3535.5128441922684
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h98-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h99-i001.reference.tif,1525.002856090619,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h97-i001.reference.tif,1548.6991795931156,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h96-i001.reference.tif,2794.1826210436807,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h76-i001.reference.tif,3088.043005000154,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h77-i001.reference.tif,3235.1127921378734,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h131-i001.reference.tif,3300.6207855550906,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h100-i001.reference.tif,3348.9587474227733,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h132-i001.reference.tif,3534.996871898192
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h132-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h131-i001.reference.tif,1757.0256483382316,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h134-i001.reference.tif,2902.718613969523,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h130-i001.reference.tif,3200.767533476553,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h31-i001.reference.tif,3228.112320913623,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h30-i001.reference.tif,3353.9051411497594,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h98-i001.reference.tif,3534.996871898192,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h97-i001.reference.tif,3535.5128441922684,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h96-i001.reference.tif,3572.7652365601716
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h134-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h135-i001.reference.tif,1532.9951330687945,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h132-i001.reference.tif,2902.718613969523,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h136-i001.reference.tif,3050.8267549952125,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h95-i001.reference.tif,3158.544697756615,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h29-i001.reference.tif,3349.2992021265763,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h94-i001.reference.tif,3368.6994780793757,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h96-i001.reference.tif,3481.368865994948,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h28-i001.reference.tif,3592.6451013179603
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k51-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k50-i001.reference.tif,1542.3955929316874,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k52-i001.reference.tif,2079.8351241042515,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k17-i001.reference.tif,3387.7169460186365,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k49-i001.reference.tif,3420.265868161442,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k18-i001.reference.tif,3866.601909486495,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k52-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k51-i001.reference.tif,2079.8351241042515,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k50-i001.reference.tif,3622.0283508681932,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h4-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h5-i001.reference.tif,2287.425265394802,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h46-i001.reference.tif,2890.856605799099,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h92-i001.reference.tif,3388.3436072663258,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h5-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h6-i001.reference.tif,2167.88668774913,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h4-i001.reference.tif,2287.425265394802,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h46-i001.reference.tif,2426.8731719709544,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h45-i001.reference.tif,2541.969094900356,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h44-i001.reference.tif,3352.97648188495,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h91-i001.reference.tif,3688.4530251556666,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h7-i001.reference.tif,3923.0544315565894,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h6-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h7-i001.reference.tif,1769.914595503808,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h5-i001.reference.tif,2167.88668774913,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h44-i001.reference.tif,2275.588488102893,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h45-i001.reference.tif,2610.10724358405,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h43-i001.reference.tif,3051.005448587303,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h8-i001.reference.tif,3575.6162657488967,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h46-i001.reference.tif,3649.985406224024,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h90-i001.reference.tif,3925.7142282668688
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h7-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h6-i001.reference.tif,1769.914595503808,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h8-i001.reference.tif,1810.5762987058417,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h43-i001.reference.tif,2565.0182803134544,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h44-i001.reference.tif,2931.7588163275664,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h42-i001.reference.tif,3404.5126415359887,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h9-i001.reference.tif,3655.643839433081,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h89-i001.reference.tif,3767.272551668475,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h88-i001.reference.tif,3807.2697811810094
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h43-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h44-i001.reference.tif,1760.0796448147137,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h42-i001.reference.tif,1991.5381230877267,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h7-i001.reference.tif,2565.0182803134544,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h8-i001.reference.tif,3049.753471412399,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h6-i001.reference.tif,3051.005448587303,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h45-i001.reference.tif,3241.101607045193,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h41-i001.reference.tif,3705.266808297683,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h57-i001.reference.tif,3848.0308315726106
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h44-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h45-i001.reference.tif,1481.8688012123635,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h43-i001.reference.tif,1760.0796448147137,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h6-i001.reference.tif,2275.588488102893,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h7-i001.reference.tif,2931.7588163275664,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h46-i001.reference.tif,3114.1966210710766,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h5-i001.reference.tif,3352.97648188495,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h42-i001.reference.tif,3751.4723883776323,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h56-i001.reference.tif,3906.3572889006696
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h45-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h44-i001.reference.tif,1481.8688012123635,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h46-i001.reference.tif,1633.320809405018,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h5-i001.reference.tif,2541.969094900356,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h6-i001.reference.tif,2610.10724358405,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h43-i001.reference.tif,3241.101607045193,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h7-i001.reference.tif,3929.1524557878347,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h55-i001.reference.tif,3981.2705618623863,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h46-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h45-i001.reference.tif,1633.320809405018,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h5-i001.reference.tif,2426.8731719709544,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h4-i001.reference.tif,2890.856605799099,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h44-i001.reference.tif,3114.1966210710766,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h6-i001.reference.tif,3649.985406224024,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h54-i001.reference.tif,3914.6337417038308,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h29-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h30-i001.reference.tif,1589.8138408183409,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h28-i001.reference.tif,1763.1333640669575,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h31-i001.reference.tif,3005.7761479970113,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h101-i001.reference.tif,3275.8618973813873,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h135-i001.reference.tif,3287.226520936548,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h134-i001.reference.tif,3349.2992021265763,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h27-i001.reference.tif,3367.283396302175,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h102-i001.reference.tif,3526.7680454145784
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h30-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h31-i001.reference.tif,1420.7437673449965,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h29-i001.reference.tif,1589.8138408183409,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h32-i001.reference.tif,2775.8421574837466,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h28-i001.reference.tif,3345.0566202333725,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h132-i001.reference.tif,3353.9051411497594,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h102-i001.reference.tif,3372.061009561841,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h134-i001.reference.tif,3683.038708238786,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h103-i001.reference.tif,3741.2065079951717
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h31-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h32-i001.reference.tif,1355.377938692512,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h30-i001.reference.tif,1420.7437673449965,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h33-i001.reference.tif,2710.756160357463,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h29-i001.reference.tif,3005.7761479970113,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h132-i001.reference.tif,3228.112320913623,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h103-i001.reference.tif,3447.6961232664266,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h131-i001.reference.tif,3545.72807249385,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h104-i001.reference.tif,3657.2723993071395
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h32-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h31-i001.reference.tif,1355.377938692512,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h33-i001.reference.tif,1355.3782216643758,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h30-i001.reference.tif,2775.8421574837466,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h34-i001.reference.tif,3101.4248758490066,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h131-i001.reference.tif,3245.9594616695367,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h104-i001.reference.tif,3421.997876582634,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h132-i001.reference.tif,3625.8468007158503,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h105-i001.reference.tif,3673.716501576734
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h33-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h32-i001.reference.tif,1355.3782216643758,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h34-i001.reference.tif,1754.8943201665586,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h31-i001.reference.tif,2710.756160357463,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h105-i001.reference.tif,3358.844198477238,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h35-i001.reference.tif,3467.5815174268687,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h130-i001.reference.tif,3483.765885040055,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h131-i001.reference.tif,3489.185763636123,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h104-i001.reference.tif,3703.8623906872185
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h101-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h100-i001.reference.tif,1396.3381972818895,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h102-i001.reference.tif,1629.54508478914,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h99-i001.reference.tif,3030.3665462197264,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h103-i001.reference.tif,3160.3742971889787,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h29-i001.reference.tif,3275.8618973813873,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h154-i001.reference.tif,3351.423871050887,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h28-i001.reference.tif,3697.6314648718703,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h153-i001.reference.tif,3702.223366471799
